id;tweet;caption;ner;sa
1155347;RT @DoctorWho _ BBCA : Happy Birthday to the late Elizabeth Sladen , who played Sarah Jane Smith on #DoctorWho http://t.co/rdf1P5sPqf;wallpaper with a business suit entitled tv character;O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
24581;RT @1DScoop : Zayn getting a tattoo in LA yesterday ! http://t.co/0fEe5bGE6g;two men skateboarding;O O O B-PER O O O O B-LOC O O O O O O;NEGATIVE
73254;RT @KvanOosterom : Netherlands Navy counters piracy off coast Somalia , with frigate Johan de Witt , here docking in #Seychelles http://t.co/j…;the sky is blue and white;O O O B-ORG I-ORG O O O O B-LOC O O O B-OTHER I-OTHER I-OTHER O O O O B-LOC O O O O O O O;NEGATIVE
636306;RT @KathyOrrCBS3 : A Severe Thunderstorm Warning is in effect for Montgomery County , PA http://t.co/9rubEVn4EJ;the map shows the location of the area.;O O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O;NEGATIVE
608735;RT @CoachJim4UM : . @coachjeddfisch Dr . Paul Cederna Me and 3D Charles Woodson @Mottchildren http://t.co/qBg3YoMgho;person, left, and person pose for a photo;O O O O O O O O B-PER O O O B-PER I-PER O O O O O O O O O O;NEGATIVE
71356;A new Wrigley Field , coming soon , on the partially rebuilt concourse http://t.co/3IPgLjz7Ua;person and his wife walk past the new sign.;O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O;NEGATIVE
528640;Watch Out ! The Beginning Mall of San Juan http://t.co/uZOlkwNGwa;the building is being constructed.;O O O O O O O B-LOC I-LOC O O O O O O;POSITIVE
973387;RT @MCFCFansCorner : Nice to see Dzeko already blending in ! http://t.co/MIaBrnrp8i;football player and his team - mates at the event;O O O O O O B-PER O O O O O O O O O O O O O O O;POSITIVE
571410;RT @DECLEX : Looooool RT @GeniusFootball : Real Madrid Lineup to watch Barca vs Atleti . http://t.co/SUIMysPuiT;the couch is brown;O O O O O O O O O O O O B-ORG O B-ORG O O O O O O;NEGATIVE
115546;Radio 4 newsreader Zeb Soanes looks nothing like how he sounds http://t.co/j6R2UOOj89;man wearing a plaid shirt;O O O B-PER I-PER O O O O O O O O O O O O;NEGATIVE
1124612;Very cool . RT @Perspective _ pic Amazing art by Ben Heine http://t.co/2MiRuIpQmT;digital art selected for the #;O O O O O O O O O O B-PER I-PER O O O O O O O;POSITIVE
693172;RT @TheNextWeb : Olympus Air A01 Review : A taste of the future of photography http://t.co/Mr0Mxxh9ah http://t.co/YDN8vkD9HL;the camera is a great way to take photos of your camera.;O O O B-OTHER I-OTHER I-OTHER O O O O O O O O O O O O O O O O O O O O O O O;POSITIVE
15685;RT @MichaelSkolnik : SHE HAS A NAME : Susie Jackson , a longtime church member was killed at AME Church last night . http://t.co/oUL7n1DGBw;person, who was the first person to be evicted.;O O O O O O O O B-PER I-PER O O O I-ORG O O O O B-ORG I-ORG O O O O O O O O O O O O O;NEGATIVE
128205;RT @timelessbae : Eminem &amp , Hailie http://t.co/Z2hDd4sMYJ;my dad and his baby girl in the kitchen;O O O B-PER O O B-PER O O O O O O O O O O;NEGATIVE
2017853;"RT @iMugeh : Pussy so good , I had to save that shit for later "" http://t.co/GVXtuqzZQi";cat in a bag;O O O B-PER O O O O O O O O O O O O O O O O O;NEGATIVE
829694;RT @SubculturedArts : Underwater Study 2826 by Howard Schatz @HowardSchatz1 http://t.co/TDH1LFwULS;a woman in the water;O O O O O O O B-PER I-PER O O O O O O O;NEGATIVE
820649;Good morning in Dekalb meeting supporters and stopping by @Daily _ Chronicle http://t.co/NlEt1yQ54U;person speaking at the event;O O O B-LOC O O O O O O O O O O O O O O;POSITIVE
1707076;RT @rydercupEUROPE : Match 3 . Rory vs Rickie . Retweet if you think Rory wins . #GoEurope http://t.co/GQqgaF6krC;the new card for the game;O O O O O O B-PER O B-PER O O O O O B-PER O O O O O O O O O O;NEGATIVE
1306941;RT @ShirazHassan : My Photo-Feature . Sirkap : A city that stood through time http://t.co/CGebkQLNi4 #Taxila #Pakistan http://t.co/SPQuS27cNh;ruins of the ancient city;O O O O O O B-LOC O O O O O O O O B-LOC B-LOC O O O O O O;NEGATIVE
947191;Dreaming of Portland , cool sign at the aloft in Portland @alofthotel #pdx http://t.co/vRX3z2BU;the sign in the middle of the room;O O B-LOC O O O O O O O B-LOC O O O O O O O O O O O;NEGATIVE
71745;Straight down from the 103rd floor at Willis Tower today : http://t.co/XtdWmlTWYT http://t.co/kkRdzhnyYP;the building is covered in snow.;O O O O O O O B-LOC I-LOC O O O O O O O O O O;NEGATIVE
70560;Chicago nights in the sky . Summer forever http://t.co/vkNt5azgPr;a scene outside;B-LOC O O O O O O O O O O O;POSITIVE
91097;He laid down His life for us , and we ought to lay down our lives for our brothers . 1 John 3 : 16 #WarriorBreakfast http://t.co/MpLj5lrkHx;the crowd at the concert;O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O;POSITIVE
970987;Train drivers are marching through the city to Adelaide Railway Station during strike action http://t.co/MSjdVN5FzH;a white banner with orange writing;O O O O O O O O B-LOC I-LOC I-LOC O O O O O O O O O O;NEGATIVE
65343;RT @RembranceOfPast : Marilyn Monroe http://t.co/v3PKx10iVJ;actor in a hat and a hat;O O O B-PER I-PER O O O O O O O O;NEGATIVE
649410;RT @Abramjee : #CC2014 Great views of Joburg @CityofJoburgZA @momentum947 @947Highveld @MbalulaFikile @lead _ sa http://t.co/5NtDAVf3al;a view of the road;O O O O O O O O O O O O O O O O O O O O O;POSITIVE
769422;RT @ndtv : National Green Tribunal bans diesel vehicles older than 10 years in Delhi http://t.co/6awdXdu5xp http://t.co/VZBl09ZdK4;traffic is backed up on a highway.;O O O B-ORG I-ORG I-ORG O O O O O O O O B-LOC O O O O O O O O O;NEGATIVE
479109;RT @Fernanda _ FRocha : Old Palace in romantic #Sintra , Portugal Thank you : ) http://t.co/nGFtkW8uHF;the red door in the rain;O O O O O O O O O B-LOC O B-LOC O O O O O O O O O O O;POSITIVE
93446;RT @LaurasMiscMovie : Egyptian Theatre ! #TCMFF http://t.co/10ojLmVFcJ;a wall on the side of a building;O O O B-LOC I-LOC O O O O O O O O O O O;NEGATIVE
63915;RT @Inspirationf : Moore ' s law visualized through the evolution of Lara Croft http://t.co/PSTCCrwBIF;girl in the wall;O O O O O O I-OTHER O O O O O B-PER I-PER O O O O O;POSITIVE
92139;Please keep our ELC missions team in your prayers as they are in Uganda serving , loving &amp , leading others to Christ ! http://t.co/40Xj4uD8x8;a woman holding a cup;O O O B-ORG O O O O O O O O O B-LOC O O O O O O O O B-PER O O O O O O O;POSITIVE
962370;RT @HipHopxHotspot : Meek Mill needs to drop this http://t.co/BOW9rzoQei;person was seen running into the crowd with his friends.;O O O B-PER I-PER O O O O O O O O O O O O O O O;NEGATIVE
94336;RT @dvmonique : PCB had me like . . http://t.co/PO1opJA7na;person, who has been trying to get her hands on the ground, and she is trying to get her hands on her hips.;O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
14016;Yes RT @ESPN _ FirstTake : Both Skip and Stephen A . are going with FSU to beat Ga Tech . Do you agree ? #CFBPicks http://t.co/4fTcHCigt5;american football player throws a pass during the first half of a college football game against american football team;O O O O O O B-PER I-PER O B-PER O O O O O B-ORG O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
13446;Just published our exclusive new guide to visiting Cadbury World ! #chocolate http://t.co/2SS2J3Blmy http://t.co/I84s8baEGP;the kids in the toy car;O O O O O O O O B-LOC I-LOC O O O O O O O O O O;NEGATIVE
583345;RT @NCA _ UK : NCA supporting major @staffspolice anti-drug op in #Stoke @op _ nemesis http://t.co/41vxR7aDlF http://t.co/cLByPRV3Bb;the sky is dark;O O O O O B-ORG O O O O O O B-LOC O O O O O O O O O;NEGATIVE
1087206;RT @Skf3rn : Had an awesome time at #SDCC and finally got to meet this gorgeous girl @Milloux #milloux #SuicideGirls http://t.co/SyAnA72a8E;man wearing a black shirt;O O O O O O O O B-OTHER O O O O O O O O O B-PER O O O O O O O;POSITIVE
414515;Instagram bags seen at the Penang Camera Museum . #MyFest2015 #MalaysiaTrulyAsia #Penang #Malaysia #ttot http://t.co/G2Hsz6T46O;bags of cameras in a shop window;B-ORG O O O O B-LOC I-LOC I-LOC O O O B-LOC B-LOC O O O O O O O O O;NEGATIVE
648219;RT @F1 : MOST POLES AT #CHINESEGP 4 - @LewisHamilton 3 - Sebastian Vettel 2 - @alo _ oficial #F1FastFact http://t.co/Nq75NZ81TE;award winner celebrates with his team;O B-OTHER O O O O B-OTHER O O O O O B-PER I-PER O O O O O O O O O O O O O;POSITIVE
8778;having it after amlost two years . . took me back to my chennai college memories . . #tandoori #punjabifood #india #loveit http://t.co/8Q5MLen6uH;the meat is brown;O O O O O O O O O O O O O B-ORG I-ORG O O O B-OTHER O B-LOC O O O O O O;NEGATIVE
414467;Life of the Sea Bajau in Sabah . Beautiful photo by Alex Goh #MalaysiaTrulyAsia #MyFest2015 #VisitSabah #ttot http://t.co/RgNivl89YZ;young women snorkeling in the sea;O O O B-OTHER I-OTHER O B-LOC O O O O B-PER I-PER O O O O O O O O O O O;POSITIVE
49676;RT @rabbleca : Harper plans to privatize First Nations water services . WHY ? http://t.co/J96wkLNJh2 #cdnpoli http://t.co/rZ0Rea6ZVs;water fountain in the sky;O O O B-PER O O O B-OTHER I-OTHER O O O O O O O O O O O O O;NEGATIVE
508954;Ryszard Kapuscinski http://t.co/FiqsHIjK7n;the cover of a book;B-PER I-PER O O O O O O;NEGATIVE
227313;Attenborough and Ben Kingsley with their Oscars for Gandhi . http://t.co/Lf8dqbs3rj;actor, left, and actor pose with award for award category.;B-PER O B-PER I-PER O O B-OTHER O B-PER O O O O O O O O O O O O;NEGATIVE
1298045;RT @BrightIdeasMag : On a coffee table in Venice http://t.co/6wkmXv4BXi;a fireplace with a fire place;O O O O O O O O B-LOC O O O O O O O;NEGATIVE
759594;RT @DazedMagazine : Watch a German news anchor call out racism against refugees live on air : http://t.co/uSktvWFTrq http://t.co/OnTKnlDec9;the situation is not in the world;O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O;NEGATIVE
233258;Hottsie with @Adaripp and @DouglasRazzano #goodforthesoul http://t.co/CS34Qqrj;person with friends on the balcony;B-PER O O O O O O O O O O O O;POSITIVE
391759;RT @CommonBlackGirI : This why Steph Curry the MVP . http://t.co/KwjENdZQhK;the many faces of person;O O O O O B-PER I-PER O O O O O O O O O;NEGATIVE
116192;3 of the best places to eat lobster in the Caribbean http://t.co/Up3eobikhx http://t.co/bfjTQ6bggN;lobsters cooking on the grill;O O O O O O O O O O B-LOC O O O O O O O;POSITIVE
73052;5 years ago today I was in Daley Plaza on the Picasso , barely ready for the first ballot #chicago2016 #backthebid http://t.co/wJvpBSwuPo;people stand in a crowd.;O O O O O O O B-LOC I-LOC O O B-PER O O O O O O O O O O O O O O O;NEGATIVE
418018;Piedmont Together conference , GSO . Addressing ideas of growth strategies , walkability , food insecurity &amp , regionalism . http://t.co/mupCugLc0Q;a large screen on a wall;B-ORG I-ORG O O B-ORG O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
5898;RT @jypnation : [ 2PM WORLD TOUR GO CRAZY ] IN JAKARTA 2014 . 12 . 05 ( Fri ) Istora Senayan - Komplek Gelora Bung Karno http://t.co/is6mfu2vRF;get to the world premiere;O O O O B-OTHER I-OTHER I-OTHER I-OTHER I-OTHER O O B-LOC O O O O O O O O B-LOC I-LOC O B-LOC I-LOC I-LOC I-LOC O O O O O O;POSITIVE
90534;"Chita Rivera returns to #Broadway for "" The Visit . "" @FDiLella has a preview . http://t.co/anapHwiuKU #thevisit http://t.co/kI8UqXFE0o";the performance of person and the cast;B-PER I-PER O O B-LOC O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
116272;Should have gone with my gut against Iowa State #MarchMadness http://t.co/yMchy3r0FN;the game is a simple way to show how the players are looking for their jobs.;O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O;NEGATIVE
110698;RT @JackJackJohnson : Wow just saw this picture that @luke _ brooks snapped of me at Janofest . Man I love this picture . http://t.co/DNVWjF95On;artist performs at a concert.;O O O O O O O O O O O O O O O O B-OTHER O O O O O O O O O O O O O;POSITIVE
363851;Our boy getting love on ESPN ! #GoJackets http://t.co/6SnvORzChR;tv in the room with news;O O O O O B-ORG O O O O O O O O O;NEGATIVE
159494;@nuestrasalud listening to inspirational talk on Latino empowerment by Dr . Pablo Rodriguez http://t.co/c8m95hcNWL;person, person, and actor at the event.;O O O O O O B-OTHER I-OTHER O O O I-PER I-PER O O O O O O O O;POSITIVE
1792131;RT @LostSpeciesDay : Just discovered this wonky late night @extinctsymbol on St James St , Brighton . http://t.co/H4RlIbeqf8;drawing of a circle on a wall;O O O O O O O O O O O I-LOC I-LOC I-LOC O B-LOC O O O O O O O O O;POSITIVE
37498;RT @Swiftwriting : Taylor looking absolutely flawless at the BBC Teen Awards . http://t.co/wKZkRO5Hz2;country pop artist at awards;O O O B-PER O O O O O B-OTHER I-OTHER I-OTHER O O O O O O O;POSITIVE
65279;RT @VeryOldPics : Office Girls in the roaring twenties . . . 1925 by John McNab http://t.co/DO6E4OUKsT;the office of the 1930s;O O O O O O O O O O O O O O B-PER I-PER O O O O O O;NEGATIVE
1420401;RT @Lewd _ Imouto : So , this is how people cooks in america ? http://t.co/jDxSzXLU9c;the most important meal of the day;O O O O O O O O O O O O O B-LOC O O O O O O O O O;NEGATIVE
1959113;OUTSTANDING EMPLOYEE ! Erin at @MACcosmetics in Edina . So friendly &amp , no awkwardness for a TV man buying makeup ! http://t.co/bx4SD3QuuQ;person and i at the event;O O O B-PER O O O B-LOC O O O O O O O O O O O O O O O O O O O O O;POSITIVE
470732;RT @myfox8 : Charlotte @hornets visit #Greensboro for D-League meeting http://t.co/wPed2zp1yA http://t.co/XUgMNab2xY;person and his wife, walk down the street in front of the building.;O O O B-PER O O B-LOC O B-ORG O O O O O O O O O O O O O O O O;NEGATIVE
45560;RT @HuffingtonPost : Cecil the lion lights up the Empire State Building http://t.co/TInKB7HHAY http://t.co/spjf9iEBik;building lit up in red for the annual celebration.;O O O B-OTHER O O O O O B-LOC I-LOC I-LOC O O O O O O O O O O O;POSITIVE
11391;RT @whiteboysdamn : Austin Butler appreciation tweet http://t.co/fPszbzBXwl;actor is a man of the most beautiful people i've ever seen.;O O O B-PER I-PER O B-ORG O O O O O O O O O O O O O;POSITIVE
62850;RT @MiamiHerald : Joanne Stiger and Melissa Keller are the first same-sex couple to be married in Broward : http://t.co/IFjbspZgxd http://t.c…;person, left, and person share a laugh after the ceremony.;O O O B-PER I-PER O B-PER I-PER O O O O O O O O O B-LOC O O O O O O O O O O O O O;POSITIVE
93160;Robert Stadman over open innovatie in partnerships . http://t.co/CkQxpsP6dh;a man standing in front of a large screen;B-PER I-PER O O O O O O O O O O O O O O O O;POSITIVE
35780;RT @ChrisNuttall : England fan reads FT rather than watches game . Says it all really http://t.co/2697SQmVVH;the video shows the video showing the video that was taken by person;O O O B-LOC O O B-OTHER O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
126236;@DuPontPioneer 1184 in Tecumseh , Ontario . Great looking variety ! ! http://t.co/m0Vqq4sPsp;boy standing in front of corn;O O O B-LOC O B-LOC O O O O O O O O O O O O O;POSITIVE
74709;RT @Mamba _ Insider : Every Kobe Bryant game winner 🏀💯 http://t.co/R8SsGETR1f;basketball player in the middle of the court;O O O O O O B-PER I-PER O O O O O O O O O O O O;NEGATIVE
1027257;RT @dodo : Norway is planning to ship 10-TONS of whale meat to Iceland , despite fierce backlash http://t.co/Vtaue01B0G http://t.co/XgKxiB83IW;a gray sky;O O O B-LOC O O O O O O O O O B-LOC O O O O O O O O O;NEGATIVE
136147;"RT @Jehwauhn : Joe "" I wish a motherfucker would "" Biden in the back wishing a motherfucker would . http://t.co/W26HEcWfzF";politician on the presidential debate.;O O O B-PER O O O O O O O B-PER O O O O O O O O O O O O O O;NEGATIVE
353564;Weekend Pass pond hockey guys hanging @ChampionsBoston Erin is awesome . #SuperBowl http://t.co/GlksexqtUz;a large screen on the wall;O O O O O O O B-PER O O O O O O O O O O O;POSITIVE
1108788;RT @wcaleb : Found in papers of historian Barnes Lathrop . http://t.co/neDrHeitE1;i wake up to this line of white and black ink;O O O O O O O O B-PER I-PER O O O O O O O O O O O O O;NEGATIVE
196587;Rehearsal for Southview Naturalization Ceremony tomorrow SVMS Dare2BReal @lakesmpls @elimickelson &amp , @Juliebascom http://t.co/2Byzre0XLl;a stage with a piano;O O B-OTHER I-OTHER I-OTHER O O O O O O O O O O O O O O;NEGATIVE
73020;RT @TribGeoff : On its last day , Hot Doug ' s closes line just after 7 : 30 http://t.co/VWpzEaCQZA http://t.co/z8PBz7ITod;the street sign in the middle of the night.;O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O;NEGATIVE
552167;Kentucky law still recognizes Confederate Memorial Day/Jefferson Davis Day ( June 3 ) and Robert E . Lee Day ( Jan . 19 ) . http://t.co/Gfg8w9vOa6;the first page of the document;B-LOC O O O B-OTHER I-OTHER O I-OTHER I-OTHER O O O O O B-OTHER O O I-OTHER I-OTHER O O O O O O O O O O O O O;NEGATIVE
13968;RT @Grapeapplesauce : Graser using non Apple technology http://t.co/CGJid4rbGc;man wearing a hoodie;O O O B-PER O O B-ORG O O O O O O;NEGATIVE
72887;Leger heeft minstens 3 miljard euro extra nodig ' http://t.co/q1hdhBB7e8 via @NOS http://t.co/ccEkwhDCjp;soldiers walking in a field at sunset;B-PER O O O O O O O O O O O O O O O O O O O;NEGATIVE
92979;61 of our @elc _ students left today for their missions trip to New Orleans ! Lets keep them in our prayers this week ! ! http://t.co/2ynzvgNDNC;students gather in front of the church.;O O O O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O;POSITIVE
552197;@Jeckess5 Hey Jill how are you ! Please check out this Show in Vegas . http://t.co/giVDJta3yB;poster for the concert performance venue;O O B-PER O O O O O O O O O O B-LOC O O O O O O O O;POSITIVE
1765264;RT @ThisIsRobThomas : A Message from Mari https : //t . co/erjtQifL80 http://t.co/0KXL2n9tDT;a woman with brown hair;O O O O O O B-PER O O O O O O O O O O O;NEGATIVE
95462;RT @lexi4prez : Stop supporting Trump as a joke . This is serious and we need to act seriously on this . http://t.co/vv68UNb0U4;this is the only way to get a message to politician.;O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
563201;Some businesses have been hit by the cold weather at night , but Karak outlets are doing well . http://t.co/nLDbWVYrux http://t.co/UPm3QsEi9X;the water is calm;O O O O O O O O O O O O O B-LOC O O O O O O O O O O O;POSITIVE
418306;RT @myfox8 : Incredible photo of the tractor-trailer fire that has closed US 52 near Rural Hall http://t.co/rISdq6gdmH http://t.co/QzBuL2tTND;fire in the background;O O O O O O O O O O O O B-LOC O O B-LOC I-LOC O O O O O O;POSITIVE
73660;Theo says , Surf ' s Up ! http://t.co/9co46pYL7C;person in a hat;B-PER O O O O O O O O O O O O;POSITIVE
14874;RT @tennis _ photos : Welcome back to No . 2 , Roger Federer . http://t.co/OxQEOR7mKh;a fan in pink for the game;O O O O O O O O O O O O B-PER I-PER O O O O O O O O O;POSITIVE
813321;Great #travelpics post from the Summer Solstice fest in #Poznan , Poland by @MartaTravelling http://t.co/U4V0clKb2X http://t.co/oVaIAEZYqT;holiday is a festival celebrated.;O O O O O B-OTHER I-OTHER I-OTHER O B-LOC O B-LOC O O O O O O O O O;POSITIVE
15735;RT @FlLMOGRAPHY : A Series of Unfortunate Events ( 2004 ) http://t.co/CZx41ifcq3;the text of the book;O O O B-OTHER I-OTHER I-OTHER I-OTHER I-OTHER O O O O O O O O O;NEGATIVE
46287;RT @chicagobulls : Bulls come back to win in dramatic fashion , 98-97 over the Magic ! http://t.co/AHE6l2ACQ3;basketball player # grabs the rebound against basketball team during the game.;O O O B-ORG O O O O O O O O O O O B-ORG O O O O O O O O O O O O O O;POSITIVE
33251;RT @nationaljournal : Ted Cruz was born in Canada . Is he still eligible to be president ? http://t.co/lPkKQ0D6LI http://t.co/Ow8vFF5iBN;politician speaks at a podium during a speech.;O O O B-PER I-PER O O O B-LOC O O O O O O O O O O O O O O O O O O O;POSITIVE
73085;Kirk Hinrich gets the gameplan : more pictures #Bulls http://t.co/00MEaFqjvI;two men holding basketball;B-PER I-PER O O O O O O B-ORG O O O O O;NEGATIVE
34894;RT @SadHappyAmazing : Jimi Hendrix . http://t.co/EFCAGkCliU;rhythm and blues artist poses for a portrait.;O O O B-PER I-PER O O O O O O O O O O;NEGATIVE
516737;Thanks Evan ! #highfive http://t.co/jNU7zD3FUl;a white board with writing on it;O B-PER O O O O O O O O O O;POSITIVE
64326;RT @AshMutiso : @asiligwajnr Hey I ' m doing a campaign to collect Story books for the kids of Matinyani Kitui Look at the poster below http:/…;your change can change the world with books.;O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O;POSITIVE
11420;Paul is dead . RT @NobleF1 : Macau tries to recreate Abbey Road . . . Where is McCartney ? http://t.co/iORMFw7WBd;the road is paved;O O O O O O O B-LOC O O O B-LOC I-LOC O O O O O B-PER O O O O O O;NEGATIVE
15357;RT @pitchfork : Watch @nilerodgers busking in London http://t.co/ZyjCHJD1Gb http://t.co/PWkGov4YL1;person, a student, sings to a crowd.;O O O O O O O B-LOC O O O O O O O O O;POSITIVE
481201;Thanks #CVCC for #Hagerstown bike tour http://t.co/uWCkd1ojqm;a man riding a bike;O B-ORG O B-LOC O O O O O O O O;POSITIVE
416823;RT @myfox8 : Passenger bus wrecks into trees along northbound I-85 in Davidson County http://t.co/3DHZsOjR9K http://t.co/Nqfr4SMyGv;a car was parked on the side of the road.;O O O O O O O O O O B-LOC O B-LOC I-LOC O O O O O O O O O O O O;NEGATIVE
1308374;I am Sasha and I love to sleep http://t.co/JMBAdmwSWU;the eyes are closed;O O B-OTHER O O O O O O O O O O;NEGATIVE
720040;RT @ChrisMegerian : Statement from Brown spokesman on opposition to current version of SB 32 http://t.co/X0F9Gmlb8L;the government was represented as a government, but since politician had been able to develop.;O O O O O B-PER O O O O O O O B-OTHER I-OTHER O O O O O O O O O O O O O O O O;NEGATIVE
119483;"RT @SouthPark : "" What seems to be the officer , problem ? "" #Randy #SouthPark http://t.co/91FFmVuD";cartoon of a man driving a car;O O O O O O O O O O O O O O B-PER O O O O O O O O O;NEGATIVE
127479;"@djdoug = "" Great businesses leader ( s ) understand how people work , how they think and how they feel . "" Chip Conley http://t.co/fmtcBsG2Yk";hand drawing tile pattern in yellow, blue and orange colors.;O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O;POSITIVE
116632;The Secret Psychology of Snapchat http://t.co/iV23Lp3V3u #socialmedia http://t.co/MyGkcwUbYI;the secret of the ghost free vector;O O O O B-LOC O O O O O O O O O O;NEGATIVE
983066;Erin catches up on the news while waiting for her morning coffee . #WeReadHere #InternationalLiteracyDay http://t.co/mopYY8LzTD;a round white table;B-PER O O O O O O O O O O O O O O O O O O O;NEGATIVE
678299;PREVIEW @britishathletics Georgina Hermitage is a #one2watch since she broke the 400m T37 WR &gt , http://t.co/itj4fXjyqu http://t.co/hLYPjZYhnr;the world's biggest record in the world;O O B-PER I-PER O O O O O O O B-OTHER I-OTHER O O O O O O O O O O O O;POSITIVE
619;RT @chicagobulls : Congratulations @JimmyButler ! #NBAAllStarNYC http://t.co/lonQZ4TlGj;the new logo for sports team;O O O O O O O O O O O O O O;POSITIVE
73225;Levi ' s Stadium staff is well-dressed to host the #Bears http://t.co/opwMrNhyFW;coach walks off the field after his team defeated american football team in the final.;O O O I-LOC O O O O O O B-ORG O O O O O O O O O O O O O O O O;NEGATIVE
697163;RT @JohnFarra : Wind storm damage causes canceled race in Sochi . Good luck to Georgy &amp , OC to save the XC Sprint for tomorrow . http:// ...;a tree fell on the road;O O O O O O O O O O B-LOC O O O O B-PER O O O O O O O O O O O O O O O O O O O;NEGATIVE
67568;RT @CoachellaFSHN : Jaden Smith http://t.co/G1FhAMcbrM;a person is standing up;O O O B-PER I-PER O O O O O O;POSITIVE
627951;RT @SouthernScenery : Charleston , South Carolina http://t.co/XIWWQ0Xata;the sky is orange and yellow;O O O B-LOC O B-LOC I-LOC O O O O O O O;NEGATIVE
780791;Auto Torts week is finally upon us ! Have you signed up to join us in sunny Sandestin , FL ? http://t.co/Zxb5NX9wdl. http://t.co/GaZHa0PE3R;a view of the pool area;O O O O O O O O O O O O O O O O O B-LOC O B-LOC O O O O O O O O O;POSITIVE
475449;. @History _ Pics : San Francisco Bay Bridge construction : catwalks , San Francisco Anchorage , Span W2-W3 , June 17 , 1935 . http://t.co/WBB43fwyF2;suspension bridge from the air;O O O O O B-LOC I-LOC I-LOC I-LOC O O O O B-LOC I-LOC I-LOC O O O O O O O O O O O O O O O;NEGATIVE
1125564;RT @NAWC3 : Saturday 21 . 3 . 15 : Anti Fur demo against End Clothing - sellers of Canada Goose fur trimmed coats : ( http://t.co/alElaxbVdx;it is blood that blood is the machine of the machine;O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O;NEGATIVE
73787;Hello , Israel ! Tel Aviv and the view to Jaffa http://t.co/3igxdtEtuH;the sky is clear and blue;O O B-LOC O B-LOC I-LOC O O O O B-LOC O O O O O O O;POSITIVE
1342337;@TheVinceNeil hope you better Oklahoma city F1080friend . . . . . . . jerrycrittenden1@gmail . com http://t.co/KIIqRtslf8;man wearing a black jacket;O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O;NEGATIVE
694432;RT @france7776 : Yezidi girls in #Sinjar defending themselves against ISIS rapists . v @KekHamo #Shingal http://t.co/K0e6tCzC95;a group of young women in the mist;O O O B-LOC O O O O O O B-ORG O O O O O O O O O O O O O O;NEGATIVE
442194;RT @FSDwakiji : #Tigers Verlander coming in from the bullpen with trainer Doug Teter . http://t.co/WNdTxveNdx;baseball player walks on the field.;O O O B-ORG B-PER O O O O O O O B-PER I-PER O O O O O O O O;NEGATIVE
1463970;RT @HistoryInPix : Johnny Depp during high school http://t.co/xRMlmRMNrG;me in my kitchen at my house in the summer of 2005.;O O O B-PER I-PER O O O O O O O O O O O O O O O O;NEGATIVE
71408;Win tix to see LIGHTS in Cleveland ! Call me now at ( 330 ) 672-7700 &amp , tell me Lights ' daughter ' s name &amp , they ' re yours ! http://t.co/iOGZTyJfWi;person, a sailor, poses for a photo;O O O O B-OTHER O B-LOC O O O O O O O O O O O O O B-OTHER O O O O O O O O O O O O O O O O O O O O;POSITIVE
675985;RT @ErinAndrews : Wow RT @thinkprogress : 1 World Trade Center goes Red , White and Blue for 9/11 anniversary http://t.co/YKU73nLq;the building was lit up in the colors of the flag.;O O O O O O O O B-LOC I-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O;POSITIVE
94224;RT @AmazingRoom : Breathtaking Cherry Blossoms in Japan http://t.co/F2HFQ8g13D;a scene outside;O O O O O O O B-LOC O O O O;POSITIVE
877600;RT @dotmariusz : Germans going to Greece for vacation making sure they will have access to their money : http://t.co/Bf9pIhn22u;a red machine;O O O O O O B-LOC O O O O O O O O O O O O O O O O;NEGATIVE
95869;RT @2BeaWoman : New photo uploaded to Nice Sissy Life http://t.co/vERcXUI86w #crossdressing #tgirl #shemale #sissy http://t.co/PV9mw78niY;day of the night : day;O O O O O O O B-ORG I-ORG I-ORG O O O O I-ORG O O O O O O O;NEGATIVE
